rho,phi,yaw_rotation,image_path,mean_confidence,num_detections
8.178631,2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_181662_yaw_0.png,0.5269255638122559,6
8.178631,2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_268928_yaw_0.png,0.561658736732271,9
8.178631,2.356194,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_356194_yaw_0.png,0.5750831762949625,6
8.178631,2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_443461_yaw_0.png,0.5476360440254211,5
8.178631,2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_530728_yaw_0.png,0.5313170204559962,6
8.178631,2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_617994_yaw_0.png,0.5491935431957244,5
8.178631,2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_705261_yaw_0.png,0.5614638158253261,7
8.178631,2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_792527_yaw_0.png,0.5435172617435455,5
8.178631,2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_879793_yaw_0.png,0.5062671452760696,6
8.178631,2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_2_96706_yaw_0.png,0.6016909301280975,5
8.178631,3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_3_054326_yaw_0.png,0.5187465623021126,8
8.178631,-3.141593,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-3_141593_yaw_0.png,0.5647231563925743,4
8.178631,-3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-3_054326_yaw_0.png,0.5330461135932377,7
8.178631,-2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_96706_yaw_0.png,0.5327292680740356,10
8.178631,-2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_879793_yaw_0.png,0.5337614119052887,6
8.178631,-2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_792527_yaw_0.png,0.5492716597186195,9
8.178631,-2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_705261_yaw_0.png,0.5343492577473322,6
8.178631,-2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_617994_yaw_0.png,0.5443240801493326,6
8.178631,-2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_530728_yaw_0.png,0.5098801893847329,7
8.178631,-2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_443461_yaw_0.png,0.5203789439466264,9
8.178631,-2.356195,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_356195_yaw_0.png,0.5404384476797921,7
8.178631,-2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_268928_yaw_0.png,0.5139130651950836,11
8.178631,-2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_181662_yaw_0.png,0.53019580245018,10
8.178631,-2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_094395_yaw_0.png,0.5515671372413635,5
8.178631,-2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-2_007129_yaw_0.png,0.5205200579431322,9
8.178631,-1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-1_919862_yaw_0.png,0.5489929392933846,4
8.178631,-1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-1_832596_yaw_0.png,0.5394921345370156,7
8.178631,-1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-1_745329_yaw_0.png,0.6979311108589172,1
8.178631,-1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_8_178631_theta_-1_658063_yaw_0.png,0.49253492554028827,3
7.934261,-1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_570796_yaw_0.png,0.49512024436678204,7
7.934261,-1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_48353_yaw_0.png,0.5447758535544077,3
7.934261,-1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_396263_yaw_0.png,0.5600083991885185,4
7.934261,-1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_308997_yaw_0.png,0.5928285419940948,3
7.934261,-1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_22173_yaw_0.png,0.5576117833455404,6
7.934261,-1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_134464_yaw_0.png,0.5588915273547173,4
7.934261,-1.047198,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_047198_yaw_0.png,0.5665112137794495,2
7.934261,-0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_9599311_yaw_0.png,0,0
7.934261,-0.8726646,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_8726646_yaw_0.png,0.5356882810592651,2
7.934261,-0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_7853982_yaw_0.png,0,0
7.934261,-0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_6981317_yaw_0.png,0.4808887839317322,1
7.934261,-0.6108653,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_6108653_yaw_0.png,0,0
7.934261,-0.5235987,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_5235987_yaw_0.png,0,0
7.934261,-0.4363323,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_4363323_yaw_0.png,0,0
7.934261,-0.3490659,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_3490659_yaw_0.png,0,0
7.934261,-0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_2617994_yaw_0.png,0,0
7.934261,-0.174533,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_174533_yaw_0.png,0,0
7.934261,-0.08726652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-0_08726652_yaw_0.png,0,0
7.934261,4.371139E-08,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_4_371139E-08_yaw_0.png,0,0
7.934261,0.08726648,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_08726648_yaw_0.png,0,0
7.934261,0.1745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_1745329_yaw_0.png,0,0
7.934261,0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_2617994_yaw_0.png,0,0
7.934261,0.3490658,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_3490658_yaw_0.png,0,0
7.934261,0.4363324,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_4363324_yaw_0.png,0,0
7.934261,0.5235988,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_5235988_yaw_0.png,0,0
7.934261,0.6108653,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_6108653_yaw_0.png,0,0
7.934261,0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_6981317_yaw_0.png,0.4706820845603943,2
7.934261,0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_7853982_yaw_0.png,0.5140900611877441,1
7.934261,0.8726646,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_8726646_yaw_0.png,0.5536243319511414,1
7.934261,0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_0_9599311_yaw_0.png,0.5388626083731651,4
7.934261,1.047197,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_047197_yaw_0.png,0.5439561784267426,5
7.934261,1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_134464_yaw_0.png,0.5452555865049362,4
7.934261,1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_22173_yaw_0.png,0.5803997397422791,5
7.934261,1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_308997_yaw_0.png,0.5565757155418396,4
7.934261,1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_396263_yaw_0.png,0.6019623180230459,3
7.934261,1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_48353_yaw_0.png,0.489459790289402,4
7.934261,1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_570796_yaw_0.png,0.5147093037764231,3
7.934261,1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_658063_yaw_0.png,0.4622271656990051,1
7.934261,1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_745329_yaw_0.png,0.5225140377879143,4
7.934261,1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_832596_yaw_0.png,0.520631343126297,4
7.934261,1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_1_919862_yaw_0.png,0.5409123258931297,7
7.934261,2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_007129_yaw_0.png,0.5395081291596094,6
7.934261,2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_094395_yaw_0.png,0.5327363610267639,5
7.934261,2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_181662_yaw_0.png,0.5355961680412292,5
7.934261,2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_268928_yaw_0.png,0.5508574512269762,9
7.934261,2.356194,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_356194_yaw_0.png,0.5611637490136283,7
7.934261,2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_443461_yaw_0.png,0.5202392898499966,8
7.934261,2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_530728_yaw_0.png,0.5397445857524872,10
7.934261,2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_617994_yaw_0.png,0.5214134071554456,7
7.934261,2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_705261_yaw_0.png,0.541088443994522,5
7.934261,2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_792527_yaw_0.png,0.5445180104838477,9
7.934261,2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_879793_yaw_0.png,0.5169322565197945,8
7.934261,2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_2_96706_yaw_0.png,0.5316572487354279,8
7.934261,3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_3_054326_yaw_0.png,0.5364734530448914,9
7.934261,-3.141593,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-3_141593_yaw_0.png,0.5336001780298021,9
7.934261,-3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-3_054326_yaw_0.png,0.5631279100974401,6
7.934261,-2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_96706_yaw_0.png,0.5614512508565729,11
7.934261,-2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_879793_yaw_0.png,0.5269845694303512,10
7.934261,-2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_792527_yaw_0.png,0.5405896441503004,11
7.934261,-2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_705261_yaw_0.png,0.5132819637656212,8
7.934261,-2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_617994_yaw_0.png,0.5419346143802007,6
7.934261,-2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_530728_yaw_0.png,0.523648116323683,9
7.934261,-2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_443461_yaw_0.png,0.5200504273176193,10
7.934261,-2.356195,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_356195_yaw_0.png,0.5128389894962311,10
7.934261,-2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_268928_yaw_0.png,0.5139415681362152,10
7.934261,-2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_181662_yaw_0.png,0.5220299176871777,8
7.934261,-2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_094395_yaw_0.png,0.5344115383923054,8
7.934261,-2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-2_007129_yaw_0.png,0.5276557207107544,8
7.934261,-1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_919862_yaw_0.png,0.5426574018266466,9
7.934261,-1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_832596_yaw_0.png,0.511292353272438,6
7.934261,-1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_745329_yaw_0.png,0.6867924928665161,1
7.934261,-1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_934261_theta_-1_658063_yaw_0.png,0.5087516188621521,5
7.690254,-1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_690254_theta_-1_570796_yaw_0.png,0.52397996518347,9
7.690254,-1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_690254_theta_-1_48353_yaw_0.png,0.5614839621952602,7
7.690253,-1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_690253_theta_-1_396263_yaw_0.png,0.5716170370578766,6
7.690253,-1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_690253_theta_-1_308997_yaw_0.png,0.49960329702922274,7
